zpid,garageSpaces,parkingSpaces,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures
29399720,4,4,0,3,3,0,0,0,0,0
29400713,2,2,0,8,1,2,1,0,1,0
2140225212,0,0,0,7,1,0,0,0,0,0
80101209,0,0,0,3,1,0,0,0,0,0
29406709,1,1,0,4,4,0,0,0,0,0
29403707,1,1,0,6,2,0,0,0,0,0
29406705,0,0,0,4,0,0,0,0,0,0
29403705,1,1,0,3,2,0,0,0,0,0
251035202,2,2,0,4,2,0,0,0,0,0
29399702,2,2,0,2,3,0,0,0,0,0
29401986,1,1,0,3,2,0,0,0,0,0
29403692,2,2,0,2,3,0,0,0,0,0
120900188,0,0,0,3,1,2,0,0,0,0
29406704,2,2,0,4,2,0,1,0,0,0
29406687,1,1,0,2,2,0,1,0,1,0
29397685,0,0,0,0,2,0,0,0,0,0
29396179,2,2,0,0,3,0,0,0,0,0
29409676,1,1,0,5,3,0,0,0,0,0
114407175,1,1,0,2,3,0,0,0,0,0
29405673,2,2,0,0,2,0,0,0,0,0
29397673,2,2,0,3,2,1,0,0,0,0
29399671,2,2,0,3,3,1,0,0,0,0
29397670,1,1,0,2,2,0,0,0,0,0
83125499,2,2,0,4,3,0,0,0,0,0
29406669,0,0,0,1,2,1,2,0,0,0
29403666,2,2,0,4,2,0,0,0,0,0
80088664,2,2,0,4,2,3,1,0,1,0
29399663,2,2,0,2,2,4,1,0,0,0
144970661,2,2,0,4,2,3,3,0,1,0
29400660,2,2,0,7,3,2,1,0,0,0
29401658,1,1,0,5,3,0,0,0,0,0
29406657,0,0,0,1,1,0,0,0,0,0
29402157,6,6,0,3,2,0,0,0,0,0
29396154,2,2,0,2,3,0,0,0,0,0
29401653,0,0,0,1,1,0,0,0,0,0
2080353152,1,1,0,5,2,1,1,0,0,0
29403652,0,0,0,3,2,0,0,0,0,0
29401652,2,2,0,3,3,0,0,0,0,0
29402151,2,2,0,3,2,1,2,0,0,0
29397641,0,0,0,3,1,0,0,0,0,0
29406640,1,1,0,3,3,0,0,0,0,0
29399640,0,0,0,0,0,0,0,0,0,0
144970633,0,0,0,3,2,0,0,0,0,0
29399633,1,1,0,7,3,0,0,0,0,0
144970632,2,2,0,5,2,2,1,0,1,0
29409630,2,2,0,4,3,0,0,0,0,0
119630129,3,3,0,8,3,0,0,0,0,0
29407128,0,0,0,3,1,1,3,0,0,0
29405628,1,1,0,0,2,0,0,0,0,0
29405627,0,0,0,5,0,2,3,0,1,0
29407122,0,0,0,4,1,0,0,0,0,0
145655121,2,2,0,7,2,2,1,0,1,0
29405621,0,0,0,5,1,2,3,0,0,0
29409619,0,0,0,3,1,0,0,0,1,0
29399618,4,4,0,4,2,2,1,0,1,0
29407116,0,0,0,3,1,1,0,0,0,0
29407115,2,2,0,2,2,1,0,0,0,0
2077713613,4,4,1,4,1,2,1,0,0,0
29406485,0,0,0,5,2,0,0,0,0,0
29403608,0,0,0,4,0,0,0,0,0,0
29405607,1,1,0,6,2,1,1,0,0,0
29402106,2,2,0,4,3,0,0,0,0,0
29399604,2,2,0,3,3,0,0,0,0,0
251028603,2,2,1,4,2,2,2,0,0,0
29405603,0,0,0,2,1,0,0,0,0,0
29407102,0,0,0,4,1,0,0,0,0,0
29409598,0,0,0,2,1,0,0,0,0,0
29406597,0,0,0,3,0,0,0,0,0,0
29409924,1,1,0,3,2,1,1,0,1,0
29407096,1,1,0,2,2,0,0,0,0,0
29401596,3,3,0,1,2,0,0,0,0,0
29399594,1,1,0,3,2,1,1,0,0,0
124841590,1,1,0,4,3,2,1,0,0,0
29402090,2,2,0,2,2,0,1,0,0,0
29406586,0,0,0,5,1,0,0,0,0,0
29399583,0,0,0,2,0,0,0,0,0,0
29409582,0,0,0,5,0,0,0,0,0,0
29399582,2,2,0,4,2,0,0,0,0,0
29397582,2,2,0,4,2,0,0,0,0,0
29405578,2,2,0,4,3,0,0,0,0,0
29409576,2,2,0,4,3,0,0,0,0,0
29407076,1,1,0,2,2,0,1,0,0,0
29402076,2,2,0,3,2,1,0,0,0,0
29403574,0,0,0,2,1,0,0,0,0,0
64905572,1,1,0,4,3,1,2,0,1,0
251028571,2,2,0,6,1,2,3,0,0,0
145654070,2,2,0,4,3,2,1,0,1,0
83124070,1,1,0,2,4,0,0,0,0,0
29406567,2,2,0,3,2,1,1,0,1,0
29402067,2,2,0,4,2,0,0,0,0,0
29399567,0,0,0,2,2,0,0,0,0,0
29407066,0,0,0,2,0,0,1,0,0,0
29405566,0,0,0,5,1,0,0,0,0,0
83125561,0,0,0,0,1,0,0,0,0,0
2084307058,1,1,0,4,2,2,1,0,1,0
29401557,1,1,0,3,2,2,0,1,0,0
251035556,1,1,0,1,2,0,0,0,0,0
29403553,0,0,0,3,0,0,0,0,0,0
29406552,2,2,0,2,2,0,1,0,0,0
144970635,0,0,0,0,1,0,0,0,0,0
29405551,1,1,0,4,2,1,1,0,0,0
125090550,2,2,0,4,3,4,2,0,1,0
121655046,2,2,0,6,2,0,0,0,1,0
29409545,1,1,0,1,2,1,0,0,0,0
29407045,0,0,0,1,1,0,0,0,0,0
29407044,2,2,0,2,2,1,2,0,2,0
29403544,0,0,0,7,0,0,0,0,0,0
121655543,2,2,0,3,2,1,2,0,0,0
29406543,2,2,0,1,2,1,0,0,0,0
119631539,3,3,0,0,3,0,0,0,0,0
29409539,0,0,0,3,2,0,0,0,0,0
29405536,0,0,0,4,1,1,0,0,0,0
29407031,0,0,0,4,0,0,0,0,0,0
2087952530,0,0,0,3,2,0,0,0,0,0
29403793,2,2,0,4,2,0,0,0,0,0
121658529,2,2,0,3,2,0,0,0,0,0
29405529,1,1,0,2,4,0,0,0,0,0
251036026,0,0,0,3,0,1,1,0,0,0
2078948021,2,2,0,4,2,3,2,0,0,0
145653521,2,2,0,3,2,4,2,0,1,0
83125521,0,0,0,4,1,0,0,0,0,0
29403520,3,3,0,5,2,1,0,0,0,0
83125519,0,0,0,6,1,0,0,0,0,0
29403519,4,4,0,3,4,0,0,0,0,0
29407015,2,2,0,7,2,2,1,0,0,0
29398485,2,2,0,3,2,0,0,0,0,3
29401984,1,1,0,3,2,0,0,0,0,0
29403505,1,1,0,5,2,1,0,0,1,0
29405479,2,2,0,4,3,0,0,0,0,0
29402004,1,1,0,3,2,0,0,0,0,0
29405503,1,1,0,1,2,0,1,0,0,0
305431002,0,0,0,5,0,2,0,0,1,0
29402000,1,1,0,5,2,0,0,0,0,0
29412894,0,0,0,0,1,0,0,0,0,0
29413890,2,2,0,3,2,1,0,0,0,0
29412881,2,2,0,2,2,0,0,0,0,0
29420880,2,2,0,2,4,0,0,0,0,0
29412878,2,2,0,4,2,0,0,0,0,0
29420972,2,2,0,6,2,1,1,0,0,0
29413863,0,0,0,3,2,0,1,0,1,0
29413854,0,0,0,3,1,0,0,0,0,0
29412854,2,2,0,6,2,1,0,0,0,0
2091316347,1,1,0,4,2,0,0,0,0,0
29412838,2,2,0,7,2,1,1,0,0,0
29412823,0,0,0,1,1,0,1,0,0,0
29412814,0,0,0,3,1,0,0,0,0,0
29412809,0,0,0,2,1,0,0,0,0,0
29413797,2,2,0,4,2,1,1,0,0,0
29413788,4,4,0,4,2,2,0,0,0,0
29412777,0,0,0,3,1,0,0,0,0,0
29419776,1,1,0,4,2,0,0,0,0,0
29419773,0,0,0,1,1,1,1,0,0,0
29412756,0,0,0,1,1,0,0,0,0,0
29412749,1,1,0,3,2,0,0,0,0,0
29419725,2,2,0,6,2,0,0,0,0,0
29419724,0,0,0,4,1,1,1,0,0,0
29412720,3,3,0,3,2,1,1,0,0,0
29411193,0,0,0,2,1,0,0,0,0,0
29419681,4,4,0,3,2,1,1,0,0,0
29419679,2,2,0,8,2,2,0,0,0,0
29419665,2,2,0,3,2,0,0,0,0,0
29419664,0,0,0,4,1,2,0,0,0,0
29419659,2,2,0,3,2,0,0,0,0,0
29419655,2,2,0,5,2,1,1,0,0,0
29411154,0,0,0,4,1,0,0,0,0,0
29411152,2,2,0,0,2,1,0,0,0,0
29411138,0,0,0,4,1,0,0,0,0,0
29419683,0,0,0,0,1,2,2,0,0,0
29412117,4,4,0,6,2,2,2,0,0,0
29412113,0,0,0,5,1,1,0,0,0,0
29419568,2,2,0,3,2,1,0,0,0,0
29419558,0,0,0,0,1,0,0,0,0,0
29419556,0,0,0,3,1,3,3,0,0,0
29419553,0,0,0,3,1,1,0,0,0,0
29411053,0,0,0,3,1,0,0,0,0,0
29413868,2,2,0,5,2,1,1,0,0,0
29419527,0,0,0,3,1,1,1,0,0,0
29415520,0,0,0,1,1,0,0,0,0,0
29412011,2,2,0,3,2,0,0,0,0,0
29419510,0,0,0,3,1,0,0,0,0,0
29419504,2,2,0,8,2,0,0,0,0,0
2091327500,1,1,0,4,2,0,0,0,0,0
29409975,1,1,0,4,2,1,0,0,0,0
29407475,0,0,0,3,2,0,0,0,0,0
29402475,0,0,0,0,1,0,0,0,0,0
29404472,4,4,0,2,2,0,0,0,0,0
29407472,0,0,0,4,1,0,0,0,0,0
29399972,0,0,0,3,0,1,2,0,0,0
29408471,1,1,0,4,5,0,0,0,0,0
29404468,0,0,0,0,1,0,0,0,0,0
29410965,4,4,0,7,4,0,0,0,0,0
29409965,2,2,0,6,2,2,1,0,0,0
29409964,0,0,0,3,1,0,0,0,0,0
29407463,0,0,0,2,1,0,0,0,0,0
29404463,2,2,0,2,2,0,0,0,0,0
29400999,2,2,0,5,2,1,1,0,0,0
29408460,0,0,0,7,1,2,0,0,0,0
29410957,2,2,0,7,2,0,0,0,0,0
29407956,0,0,0,0,2,0,0,0,0,0
29399956,2,2,0,7,3,0,1,0,0,0
29400955,2,2,0,1,2,0,0,0,0,0
29407954,0,0,0,0,1,0,0,0,0,0
29409952,0,0,0,4,1,0,0,0,0,0
29404448,2,2,0,4,3,2,2,0,1,0
29408444,2,2,0,2,2,1,1,0,0,0
29399942,0,0,0,0,0,0,0,0,0,0
29408439,2,2,0,3,2,1,1,0,0,0
29408435,2,2,0,2,2,0,0,0,0,0
29400935,0,0,0,0,1,0,0,0,0,0
29402432,2,2,0,7,2,1,1,0,0,0
29399930,1,1,0,6,2,0,0,0,0,0
2082146929,4,4,0,0,2,0,0,0,0,0
29399929,1,1,0,7,2,0,0,0,0,0
29408496,0,0,0,0,1,0,0,0,0,0
29399927,1,1,0,3,2,2,1,0,0,0
2130768925,0,0,0,0,0,0,0,0,0,0
29402425,0,0,0,3,1,0,0,0,0,0
29400923,0,0,0,4,1,0,0,0,0,0
29402420,0,0,0,3,1,2,0,0,0,0
29402419,2,2,0,3,2,0,1,0,1,0
29408418,0,0,0,3,1,0,0,0,0,0
29404417,1,1,0,7,2,0,0,0,0,0
29408413,0,0,0,4,1,0,0,0,0,0
29405908,2,2,0,0,1,0,0,0,0,0
145549907,2,2,0,8,2,3,1,0,0,0
29404407,1,1,0,3,3,1,1,0,0,0
29405906,2,2,0,7,2,0,0,0,0,0
29402494,2,2,0,5,3,3,0,0,0,0
72508898,1,1,0,5,4,0,0,0,0,0
29408398,2,2,0,2,2,0,0,0,0,0
29402398,4,4,0,5,4,1,0,0,0,0
241931897,1,1,0,3,2,1,0,0,1,0
29402397,2,2,0,4,2,1,1,0,0,0
29399897,1,1,0,6,3,3,1,0,1,0
241931891,2,2,0,3,2,0,0,0,0,0
29404390,2,2,0,3,3,2,0,0,0,0
29404389,0,0,0,3,1,1,1,0,0,0
29407387,0,0,0,2,1,2,1,0,0,0
29411179,2,2,1,3,2,3,1,0,0,0
29399882,2,2,0,4,2,2,2,0,0,0
29407379,2,2,0,2,2,1,0,1,1,0
29402375,2,2,0,5,3,0,0,0,0,0
29407374,0,0,0,2,1,1,1,0,0,0
111972870,2,2,0,8,3,0,0,0,0,0
29404370,0,0,0,3,1,0,0,0,0,0
29407316,2,2,0,3,2,2,0,0,0,0
29407369,0,0,0,3,2,0,1,0,0,0
29399790,3,3,0,1,2,2,2,0,0,0
29407362,2,2,0,7,3,1,2,0,0,0
29407361,0,0,0,3,1,0,0,0,0,0
29407360,2,2,0,5,3,0,0,0,0,0
29408359,2,2,0,5,2,2,2,0,2,0
29407359,2,2,0,4,5,0,0,0,0,0
29402358,2,2,0,2,3,3,0,0,0,0
29407357,2,2,0,3,2,0,0,0,0,0
29402357,0,0,0,0,1,0,0,0,0,0
29404356,2,2,0,4,2,0,0,0,0,0
29407351,0,0,0,4,1,0,0,0,0,0
29404351,2,2,0,2,3,0,0,0,0,0
29405849,1,1,0,3,2,0,0,0,0,0
29399848,0,0,0,3,2,1,1,0,0,0
83833345,2,2,0,1,3,0,0,0,0,0
29405845,2,2,0,2,1,0,0,0,0,0
29407342,1,1,0,0,2,0,0,0,0,0
29405872,2,2,0,3,1,1,1,0,0,0
29404341,0,0,0,5,1,1,0,0,0,0
29408338,2,2,0,4,2,3,1,0,2,0
29407334,1,1,0,3,3,1,0,0,0,0
29408333,0,0,0,4,1,0,0,0,0,0
29399860,1,1,0,7,2,0,0,0,0,0
29405832,0,0,0,1,4,0,0,0,0,0
29402327,1,1,0,3,3,0,0,0,0,0
29408326,0,0,0,2,2,0,1,0,0,0
29408322,1,1,0,5,2,0,0,0,0,0
29408320,0,0,0,3,1,0,0,0,0,0
29402319,0,0,0,4,2,2,1,0,1,0
29399992,1,1,0,7,2,0,0,0,0,0
29404313,2,2,0,5,2,2,0,0,1,0
29408312,2,2,0,6,2,0,0,0,0,0
29408306,0,0,0,2,1,0,0,0,0,0
29408298,0,0,0,3,1,0,0,0,0,0
29409989,2,2,0,2,2,0,0,0,0,0
29408293,0,0,0,5,1,1,2,0,1,0
29407289,0,0,0,0,1,4,0,0,0,0
29402289,3,3,0,4,3,0,1,0,0,0
64756788,0,0,0,2,1,0,0,0,0,0
29404287,2,2,0,3,2,0,0,0,0,0
29397787,1,1,0,3,2,0,0,0,1,0
29399786,0,0,0,1,1,1,0,0,0,0
29404281,2,2,0,7,2,0,0,0,0,0
29408279,0,0,0,7,1,0,0,0,0,0
29397770,2,2,0,2,1,0,0,0,0,0
29408268,0,0,0,2,1,0,1,0,0,0
29408767,0,0,0,5,1,1,2,0,0,0
29397766,2,2,0,0,2,0,1,0,0,0
29397764,2,2,0,3,3,0,0,0,0,0
29408263,2,2,0,1,2,0,1,0,0,0
29404260,0,0,0,2,1,1,0,0,2,0
29407259,4,4,0,6,1,2,0,0,1,0
29405758,2,2,0,2,3,0,0,0,0,0
29405757,0,0,0,2,2,0,3,0,0,0
29408251,0,0,0,3,1,1,0,0,0,0
29408250,1,1,0,3,3,0,0,0,0,0
29408749,0,0,0,3,1,2,0,0,0,0
29404248,2,2,0,2,2,2,3,0,1,0
29404245,2,2,0,3,2,1,1,0,1,0
29402243,0,0,0,5,1,0,0,0,1,0
29404241,2,2,0,2,2,0,1,0,1,0
29402290,2,2,0,2,2,1,3,0,1,0
29407232,0,0,0,0,1,0,0,0,0,0
29398732,0,0,0,4,1,1,0,0,0,0
29398731,0,0,0,4,3,0,0,0,0,0
29408229,3,3,0,8,2,1,1,0,0,0
29407227,0,0,0,2,1,0,1,0,0,0
29402227,2,2,0,4,2,0,0,0,0,0
29398726,2,2,0,4,2,1,1,0,0,0
29402224,2,2,0,3,2,0,0,0,0,0
29400223,2,2,0,3,2,0,0,0,0,0
29402489,0,0,0,2,1,0,0,0,0,0
29408221,2,2,0,3,2,0,0,0,0,0
29402721,2,2,0,5,2,0,0,0,0,0
29398721,0,0,0,3,1,1,0,0,0,0
29408719,2,2,0,9,3,0,0,0,0,0
29402218,0,0,0,2,3,0,0,0,0,0
29405717,0,0,0,4,1,0,0,0,0,0
29400217,0,0,0,4,1,1,0,0,0,0
64641716,0,0,0,2,1,0,0,0,0,0
29410216,0,0,0,0,0,0,0,0,0,0
29398714,0,0,0,2,2,0,0,0,0,0
29404187,4,4,1,2,3,1,0,0,0,0
29410210,2,2,0,4,2,0,0,0,0,0
29410209,0,0,0,4,1,0,0,0,0,0
29407209,1,1,0,6,3,0,0,0,0,0
29400209,0,0,0,4,1,0,0,0,0,0
29407207,4,4,0,3,2,0,0,0,0,0
29408206,0,0,0,3,2,0,0,0,0,0
29405705,0,0,0,4,2,0,0,0,0,0
29405703,0,0,0,4,1,0,0,0,0,0
29402203,2,2,0,4,2,1,2,0,0,0
29408702,2,2,0,2,2,0,1,0,0,0
29398700,0,0,0,2,1,1,0,0,0,0
29408699,0,0,0,5,1,0,0,0,0,0
29398698,2,2,0,5,2,0,0,0,0,0
29400989,2,2,0,2,2,2,0,0,0,0
29405697,2,2,0,5,2,2,1,0,0,0
29404197,2,2,0,5,3,0,1,0,1,0
29398697,1,1,0,3,3,0,2,0,0,0
29408488,1,1,0,3,2,0,0,0,0,0
29410196,2,2,0,4,2,0,0,0,0,0
29408195,2,2,0,4,2,0,0,0,0,0
29407194,0,0,0,2,1,0,0,0,0,0
29408693,1,1,0,5,2,3,2,0,0,0
29408692,1,1,0,5,3,0,0,0,0,0
29410190,2,2,0,5,2,1,3,0,1,0
29411188,0,0,0,3,1,0,0,0,0,0
29411186,0,0,0,3,1,0,0,0,0,0
29402685,2,2,0,1,2,0,0,0,0,0
29408340,2,0,0,4,0,0,1,0,0,1
29398684,0,0,0,4,1,0,1,0,0,0
29398683,0,0,0,4,1,1,0,0,0,0
29410181,2,2,0,4,2,2,1,0,0,0
29404178,2,2,0,4,2,1,1,0,0,0
29402677,0,0,0,3,1,0,0,0,0,0
29398676,0,0,0,2,1,0,0,0,0,0
29405675,2,2,0,3,2,0,0,0,0,0
29398675,2,2,0,2,2,0,0,0,0,0
29408673,1,1,0,2,2,1,1,0,1,0
29407486,2,2,0,2,3,0,0,0,0,0
29408172,2,2,0,0,2,2,0,0,1,0
29404169,0,0,0,8,1,1,1,0,0,0
29400169,1,1,0,2,2,0,0,0,0,0
29398669,1,1,0,3,2,1,1,0,0,0
29408668,1,1,0,3,2,1,0,0,0,0
29411167,0,0,0,4,1,0,0,0,0,0
29404166,0,0,0,8,1,0,0,0,0,0
29407165,2,2,0,1,3,1,0,0,0,0
29404163,2,2,0,2,2,1,0,0,0,0
29400163,2,2,0,4,2,1,1,0,0,0
29408165,1,1,0,3,2,1,0,0,0,0
251029662,0,0,0,9,0,2,0,0,0,0
29410162,4,4,0,7,2,2,0,0,0,0
29410161,2,2,0,2,2,2,0,0,0,0
29404161,1,1,0,4,2,1,0,0,0,0
29400161,1,1,0,3,2,1,0,0,0,0
29405660,0,0,0,6,1,0,0,0,0,0
29408155,1,1,0,4,2,0,0,0,0,0
29408654,2,2,0,1,3,0,0,0,0,0
29404154,2,2,0,2,2,1,1,0,0,0
29400154,1,1,0,3,2,2,0,0,0,0
29398653,0,0,0,4,1,0,0,0,0,0
29408652,2,2,0,0,2,0,0,0,0,0
29402652,2,2,0,4,2,2,1,0,1,0
29405650,1,1,0,6,2,0,0,0,0,0
29398649,2,2,0,3,2,0,0,0,0,0
29398648,2,2,0,7,2,0,0,0,0,0
29411146,2,2,0,2,2,0,0,0,0,0
29411145,2,2,0,8,2,1,1,0,1,0
29402645,2,2,0,2,2,1,1,0,1,0
29408143,1,1,0,1,2,0,0,0,0,0
29410142,0,0,0,2,1,0,0,0,0,0
29408440,0,0,0,4,1,0,0,0,0,0
29410141,2,2,0,1,2,0,0,0,0,0
29410146,1,1,0,2,3,0,0,0,0,0
29410139,0,0,0,3,1,1,1,0,0,0
29410136,0,0,0,2,1,0,0,0,0,0
29402135,0,0,0,1,1,2,1,0,0,0
29411132,2,2,0,5,2,2,1,0,1,0
29404132,0,0,0,4,3,1,1,0,0,0
29402131,2,2,0,5,2,2,0,0,0,0
29408128,0,0,0,0,2,0,1,0,0,0
29398628,0,0,0,4,0,1,0,0,0,0
29408626,2,2,0,2,2,0,0,0,0,0
29402625,2,2,0,0,4,0,0,0,0,0
29404123,2,2,0,4,2,0,0,0,0,0
29410984,2,2,0,1,2,0,0,0,0,0
29402121,2,2,0,2,3,0,0,0,0,0
29398621,0,0,0,3,1,1,0,0,0,0
29411120,2,2,0,4,2,3,1,0,0,0
29400118,0,0,0,4,0,0,0,0,0,0
29411117,2,2,0,3,3,0,0,0,0,0
29408617,0,0,0,4,1,0,0,0,0,0
29408113,0,0,0,2,0,0,0,0,0,0
29404484,0,0,0,4,0,0,0,0,0,0
29398609,0,0,0,0,1,0,0,0,0,0
29404108,0,0,0,3,1,0,0,0,0,0
29402606,0,0,0,3,2,0,0,0,0,0
29399984,1,1,0,3,3,0,1,0,0,0
29400983,2,2,0,6,2,3,1,0,1,0
29409982,0,0,0,2,1,0,0,0,0,0
29404103,2,2,0,0,3,0,0,0,0,0
29404101,1,1,0,4,2,0,0,0,0,0
29400100,0,0,0,4,0,1,1,0,0,0
29404099,2,2,0,1,2,2,1,0,0,0
29410098,2,2,0,4,2,0,0,0,0,0
29411097,4,4,0,3,2,2,0,0,0,0
29410097,4,4,0,8,2,1,0,0,0,0
29398597,1,1,0,4,2,2,2,0,0,0
29404096,0,0,0,1,1,0,0,0,0,0
29400095,0,0,0,2,0,0,0,0,0,0
29400135,0,0,0,3,1,2,1,0,1,0
29408591,0,0,0,2,1,0,0,0,0,0
29408589,0,0,0,1,1,1,0,0,0,0
29404089,1,1,0,4,2,1,0,0,0,0
29408088,1,1,0,4,2,0,0,0,0,0
29404087,2,2,0,6,2,0,0,0,0,0
29410085,6,6,0,4,3,0,0,0,0,0
29398584,0,0,0,2,2,0,0,0,0,0
29400152,2,2,0,4,2,3,0,0,0,0
29410078,0,0,0,4,1,0,0,0,0,0
29404078,2,2,0,8,4,0,0,0,0,0
29410074,1,1,0,5,2,1,0,0,0,0
29398574,0,0,0,2,2,0,0,0,0,0
29398573,2,2,0,5,2,0,0,0,0,0
29404072,2,2,0,3,3,2,2,0,0,0
29398572,2,2,0,2,2,0,0,0,0,0
29411071,1,1,0,3,2,1,0,0,0,0
29402569,0,0,0,2,2,0,0,0,0,0
29407568,0,0,0,7,1,2,0,0,0,0
29407567,2,2,0,2,2,1,1,0,0,0
29402565,0,0,0,0,1,0,0,0,0,0
68519564,0,0,0,4,1,0,0,0,0,0
29404064,0,0,0,2,1,0,0,0,0,0
305431063,0,0,0,3,0,1,1,0,0,0
29404062,0,0,0,0,1,0,0,0,0,0
69804561,0,0,0,2,1,0,0,0,0,0
29411059,0,0,0,6,1,0,0,0,0,0
29408558,0,0,0,0,1,0,0,0,0,0
29411057,0,0,0,4,1,0,0,0,0,0
29408557,1,1,0,4,2,0,0,0,0,0
29399782,1,1,0,8,2,3,3,0,1,0
29410055,1,1,0,4,4,0,0,0,0,0
29407554,4,4,0,3,2,3,1,0,0,0
29399980,1,1,0,4,3,2,2,0,1,0
29408552,2,2,0,3,3,1,0,0,0,0
29407549,2,2,0,3,2,0,1,0,0,0
29400049,0,0,0,5,1,3,1,0,0,0
29398546,2,2,0,4,2,1,0,0,0,0
29408045,1,1,0,3,2,1,0,0,1,0
29407479,1,1,0,3,2,0,0,0,0,0
29407543,2,2,0,4,2,1,2,0,0,0
144255041,4,4,0,9,5,0,0,0,0,0
29408041,0,0,0,3,1,0,0,0,0,0
29408039,1,1,0,1,2,2,1,0,0,0
29402536,0,0,0,2,2,0,2,0,2,0
29407978,0,0,0,0,2,0,0,0,0,0
29402533,0,0,0,2,0,0,0,0,0,0
29407532,2,2,0,3,2,0,0,0,0,0
29408031,1,1,0,3,3,0,0,0,0,0
29399952,2,2,0,7,2,1,3,0,1,0
29407529,3,3,0,4,2,0,0,0,0,0
29400027,0,0,0,2,1,0,0,0,0,0
29401025,2,2,0,4,2,2,3,0,1,0
29400024,1,1,0,4,3,0,0,0,0,0
29404023,2,2,0,3,2,1,0,0,0,0
29411022,2,2,0,4,2,2,3,0,0,0
29408522,0,0,0,0,1,0,0,0,0,0
29411021,0,0,0,3,1,0,0,0,0,0
29404112,2,2,0,4,2,3,0,0,0,0
29407518,0,0,0,3,1,1,1,0,0,0
29411016,2,2,0,1,2,0,0,0,0,0
29408515,0,0,0,6,0,0,1,0,1,0
29408015,1,1,0,1,2,0,0,0,0,0
29407515,2,2,0,5,2,2,0,0,0,0
29401015,2,2,0,8,3,0,0,0,0,0
29400015,0,0,0,1,1,0,0,0,0,0
29405736,0,0,0,2,1,0,0,0,0,0
29408508,4,4,0,7,2,1,1,0,0,0
29404006,0,0,0,4,1,1,0,0,0,0
29400006,2,2,0,4,2,2,1,0,0,0
29408004,4,4,0,4,2,0,1,0,3,0
29404004,0,0,0,2,1,0,0,0,0,0
29400004,0,0,0,2,1,0,0,0,0,0
29408503,1,1,0,1,2,0,0,0,1,0
29402503,0,0,0,7,2,1,0,0,0,0
29398503,0,0,0,2,1,0,0,0,0,0
29404280,0,0,0,2,0,2,0,0,0,0
29407500,0,0,0,6,1,2,5,0,1,0
29400000,0,0,0,5,1,2,0,0,0,0
29419782,2,0,0,5,2,2,0,0,1,1
29414968,0,0,0,4,0,0,0,0,0,0
124719459,0,0,0,4,2,1,0,0,0,0
241931955,0,0,0,2,2,0,0,0,0,0
29419455,0,0,0,5,1,0,0,0,0,0
29413455,1,1,0,2,2,2,0,0,0,0
29413453,1,1,0,1,2,0,0,0,0,0
29414451,2,2,0,3,3,2,2,0,0,0
29417449,0,0,0,3,1,0,0,0,0,0
29418947,0,0,0,0,1,0,0,0,0,0
29419446,1,1,0,1,2,0,0,0,0,0
29417445,0,0,0,0,1,0,0,0,0,0
29415444,0,0,0,4,0,0,0,0,0,0
29418433,1,1,0,4,3,1,0,0,0,0
29414433,1,1,0,2,2,1,1,0,0,0
29414431,1,1,0,5,2,2,1,0,0,0
29416430,0,0,0,2,0,0,0,0,0,0
29411928,0,0,0,3,1,0,0,0,0,0
2077373426,2,2,0,4,2,1,2,0,0,0
125914926,0,0,0,4,2,0,0,0,0,0
29418426,4,4,0,2,2,0,0,0,0,0
29411926,0,0,0,6,1,0,0,0,0,0
119623925,2,2,0,3,2,0,0,0,0,0
29414425,0,0,0,0,0,0,0,0,0,0
29418422,0,0,0,4,1,0,0,0,0,0
29414421,0,0,0,3,2,0,0,0,0,0
124838920,1,1,0,4,3,1,2,0,0,0
29411918,4,4,0,5,2,2,2,0,0,0
29411792,2,2,1,7,3,1,0,0,0,0
29418413,1,1,0,2,2,0,0,0,0,0
29418412,0,0,0,3,1,0,0,0,0,0
29414410,0,0,0,2,2,0,0,0,0,0
249911499,1,1,0,2,2,0,1,0,0,0
29417408,0,0,0,2,1,0,0,0,0,0
29413407,4,4,0,6,2,0,0,0,0,0
29415403,0,0,0,0,2,1,0,0,0,0
29413403,0,0,0,5,0,0,0,0,0,0
29417402,3,3,0,2,1,3,1,0,1,0
29417498,1,1,0,4,3,0,0,0,0,0
29410901,0,0,0,2,0,0,0,0,0,0
29415397,3,3,0,0,1,0,0,0,0,0
125929896,2,2,0,9,2,1,1,0,0,0
125805892,2,2,0,3,2,0,0,0,0,0
29411891,1,1,0,6,2,0,0,0,0,0
29411889,1,1,0,5,2,0,0,0,0,0
125806885,0,0,0,1,1,0,0,0,0,0
29415381,0,0,0,4,1,0,0,0,0,0
29419378,0,0,0,1,1,0,0,0,0,0
29417377,0,0,0,3,1,1,0,0,0,0
29417376,2,2,0,3,2,3,0,0,0,0
29415373,0,0,0,3,0,0,0,0,0,0
145652869,1,1,0,4,2,0,0,0,0,0
29415368,0,0,0,1,0,0,0,0,0,0
29417365,2,2,0,1,1,2,1,0,1,0
29411865,0,0,0,6,2,1,1,0,1,0
29417496,2,2,0,3,3,2,0,0,0,0
29417353,2,2,0,0,2,0,0,0,0,0
124838852,2,2,0,5,3,0,0,0,0,0
125902851,0,0,0,7,3,0,1,0,1,0
29417351,0,0,0,4,0,0,0,0,0,0
